rainfall,temperature,humidity,soil_type,crop_type,acres,water_required
172.65,22.97,54.41,silt,sugarcane,1.45,350.84
262.19,33.59,45.22,clay,cotton,2.81,452.95
226.51,22.1,58.12,silt,rice,1.5,364.19
172.61,37.44,54.97,loam,cotton,1.51,324.29
114.42,30.33,71.72,sandy,maize,1.76,330.52
271.23,27.7,84.17,sandy,maize,0.7,331.74
194.26,21.14,62.74,loam,cotton,1.23,345.11
105.29,27.62,77.33,loam,sugarcane,2.41,447.34
117.28,38.06,47.3,clay,wheat,1.09,316.47
250.78,20.42,84.75,silt,cotton,1.1,302.59
61.04,29.49,47.63,silt,maize,4.86,426.18
298.02,38.62,49.61,loam,sugarcane,2.42,632.23
82.59,27.9,45.32,clay,rice,2.32,293.48
249.02,28.56,55.48,sandy,sugarcane,1.7,453.08
148.69,31.57,67.62,loam,sugarcane,2.81,384.22
173.05,29.26,89.4,silt,cotton,3.18,606.18
270.16,23.37,79.67,clay,sugarcane,2.38,382.49
153.23,20.37,59.02,clay,rice,2.27,512.25
184.37,32.2,68.79,clay,cotton,3.65,546.38
62.32,38.42,71.17,silt,maize,4.77,714.06
50.59,22.13,81.14,clay,rice,4.45,459.58
111.2,24.22,76.82,sandy,cotton,1.03,195.14
220.15,27.4,68.46,silt,cotton,3.44,586.24
80.32,36.17,73.46,loam,wheat,0.53,111.53
78.44,25.39,77.3,clay,rice,3.35,385.0
152.74,37.64,46.66,silt,sugarcane,2.59,419.2
211.96,21.1,50.02,loam,rice,2.71,392.28
228.02,38.82,74.43,loam,rice,3.15,664.04
94.61,31.21,82.52,sandy,wheat,3.84,617.36
69.9,33.18,60.46,loam,sugarcane,3.78,400.02
285.1,27.35,88.99,sandy,wheat,0.7,276.52
115.17,35.64,50.8,silt,wheat,3.81,578.23
263.34,23.33,60.83,sandy,wheat,4.23,636.38
265.87,20.98,58.93,silt,rice,0.81,386.99
243.13,27.91,86.51,silt,wheat,1.95,379.13
92.21,37.07,54.27,clay,maize,4.06,514.98
255.45,35.1,63.54,sandy,sugarcane,2.72,539.74
242.31,30.34,49.36,silt,sugarcane,3.63,551.07
199.18,31.44,66.06,clay,wheat,2.76,390.98
134.3,22.6,82.87,sandy,rice,4.9,747.27
115.63,36.81,55.2,sandy,cotton,4.71,635.02
80.47,35.74,80.54,loam,cotton,1.77,321.03
177.44,33.13,85.57,clay,rice,2.24,314.37
196.32,29.32,43.65,loam,wheat,2.44,340.6
139.83,39.29,77.82,silt,wheat,0.97,272.11
168.84,37.58,52.77,sandy,maize,2.32,342.01
140.88,32.89,48.77,silt,cotton,3.99,575.78
210.25,27.44,70.06,clay,cotton,4.31,510.96
275.31,32.36,75.28,sandy,sugarcane,4.49,753.1
90.98,31.51,59.74,silt,wheat,0.57,171.87
145.35,27.88,41.96,sandy,rice,4.05,537.93
85.22,26.13,85.44,loam,wheat,2.76,337.83
206.24,28.14,76.54,clay,wheat,1.43,405.0
232.22,31.48,53.58,clay,maize,2.74,614.88
282.98,28.56,64.84,clay,rice,4.3,701.74
119.72,25.27,41.39,sandy,maize,2.45,396.83
287.55,35.22,56.96,silt,maize,4.96,691.95
65.82,30.63,66.13,silt,maize,3.28,433.24
200.75,21.35,65.86,clay,maize,2.7,435.99
64.28,27.37,50.41,sandy,wheat,1.83,352.44
273.44,37.7,78.84,sandy,sugarcane,0.55,300.0
182.45,35.1,54.94,sandy,wheat,3.25,528.73
217.34,26.46,69.02,silt,maize,3.1,669.95
257.89,38.76,53.58,clay,maize,2.83,603.57
87.58,21.53,61.26,silt,sugarcane,2.92,447.24
59.65,39.22,50.38,loam,cotton,4.3,536.46
269.72,24.91,71.65,sandy,rice,1.93,441.2
128.73,20.18,61.28,loam,maize,2.98,369.35
82.24,28.68,40.81,clay,maize,3.56,275.03
167.12,27.18,41.41,clay,wheat,1.44,306.27
199.58,30.78,63.56,silt,maize,4.66,751.01
57.74,35.94,49.16,clay,maize,3.82,458.19
118.72,36.85,69.25,clay,rice,0.74,189.6
58.2,28.02,60.41,silt,wheat,4.39,425.5
155.08,28.6,72.72,silt,cotton,4.68,388.77
273.78,22.96,87.62,silt,maize,4.07,664.86
295.66,20.95,66.44,silt,maize,2.42,540.42
209.26,32.82,79.37,clay,cotton,4.97,987.79
90.41,21.29,77.65,loam,sugarcane,1.06,188.02
276.46,34.68,86.09,silt,cotton,2.91,616.45
179.06,30.78,50.7,clay,cotton,1.27,398.59
88.44,23.97,81.37,clay,wheat,2.48,325.51
280.43,30.79,85.28,clay,cotton,4.67,1000.94
239.37,23.66,59.64,clay,wheat,4.07,563.09
232.93,28.77,55.69,clay,cotton,4.02,800.8
227.3,35.99,87.6,silt,maize,2.09,382.49
100.08,29.24,71.38,silt,maize,4.7,642.69
102.75,22.97,59.03,sandy,sugarcane,2.16,361.27
222.07,34.48,79.59,sandy,cotton,0.68,314.63
104.93,23.74,55.22,silt,rice,3.37,371.92
159.67,34.77,48.82,silt,cotton,2.13,255.95
245.5,29.59,67.2,silt,rice,1.19,290.59
245.99,29.07,68.31,loam,cotton,4.71,785.21
163.32,37.03,81.29,silt,wheat,3.37,591.01
248.05,34.17,62.85,clay,maize,4.73,497.12
259.66,20.66,80.73,loam,rice,3.12,425.35
213.69,25.92,55.57,loam,rice,0.79,254.44
107.11,37.42,68.77,clay,cotton,0.63,128.3
118.5,20.37,50.42,clay,maize,4.55,736.13
128.71,30.91,59.27,sandy,sugarcane,0.67,179.19
79.2,34.56,82.88,clay,rice,3.27,436.62
118.29,32.44,50.8,silt,maize,1.84,212.93
102.38,35.21,80.51,silt,maize,3.59,249.92
163.83,34.51,54.14,sandy,rice,1.78,322.17
277.11,33.84,41.72,loam,wheat,0.67,346.37
76.12,36.43,45.5,loam,wheat,3.79,275.25
230.07,32.91,77.29,sandy,cotton,1.9,419.97
221.82,28.05,53.1,silt,cotton,2.98,472.34
73.94,29.44,72.71,sandy,maize,3.98,505.82
280.64,34.33,74.96,silt,rice,3.66,676.88
192.12,37.53,57.26,silt,wheat,2.07,390.7
140.93,25.44,63.75,clay,maize,3.87,375.79
239.13,26.84,60.19,sandy,wheat,4.67,516.7
114.34,38.61,87.37,sandy,rice,3.24,320.5
223.38,31.57,56.0,silt,wheat,3.67,683.96
59.93,23.58,49.17,silt,sugarcane,4.4,370.25
259.85,33.27,58.28,clay,cotton,4.3,567.42
162.04,39.82,73.48,silt,wheat,2.08,357.85
209.17,36.47,74.87,silt,rice,4.96,635.41
105.31,34.91,86.2,loam,rice,0.63,211.12
219.27,24.16,84.09,sandy,sugarcane,4.94,504.9
243.06,37.52,54.42,clay,rice,1.61,308.14
168.3,30.52,62.76,clay,sugarcane,2.48,469.07
204.43,37.79,77.36,silt,maize,4.48,607.97
164.08,26.6,85.83,sandy,wheat,1.6,431.21
273.52,21.24,56.86,loam,rice,1.51,451.48
174.47,29.52,62.22,clay,cotton,3.39,586.44
260.45,25.4,84.97,silt,wheat,3.67,611.33
250.34,34.3,57.92,sandy,sugarcane,0.53,325.24
152.63,39.14,64.03,loam,wheat,2.53,360.3
107.52,33.82,85.23,sandy,wheat,2.7,490.93
151.52,37.74,80.11,clay,rice,1.72,272.29
256.55,29.06,52.17,silt,cotton,2.96,656.01
106.91,35.43,56.24,silt,maize,1.2,253.47
181.11,36.86,57.65,clay,cotton,1.96,422.22
251.52,34.22,85.64,clay,sugarcane,3.71,455.6
138.37,30.16,89.95,sandy,cotton,4.43,487.77
210.55,32.52,78.7,clay,cotton,3.15,620.53
111.41,34.01,64.22,sandy,sugarcane,0.84,251.33
77.32,25.06,40.51,silt,cotton,3.55,445.4
248.6,36.19,74.87,loam,maize,4.54,892.53
74.74,39.01,59.47,silt,wheat,2.77,264.88
117.85,29.3,71.65,silt,maize,2.72,365.4
263.78,34.02,70.33,loam,wheat,4.96,567.77
136.62,34.74,64.04,loam,wheat,3.36,340.59
293.26,33.24,87.22,loam,cotton,4.13,652.31
294.93,30.94,41.16,silt,wheat,3.41,550.45
117.07,37.63,75.61,clay,sugarcane,1.49,265.77
60.24,28.98,60.49,silt,maize,1.78,318.79
226.27,21.22,75.69,clay,wheat,3.5,581.97
162.75,36.89,73.76,sandy,cotton,2.55,494.38
75.19,33.48,40.51,silt,cotton,2.32,278.03
226.88,36.99,54.27,loam,cotton,0.6,278.26
57.79,22.77,49.45,silt,rice,4.48,413.91
267.55,20.62,48.35,silt,maize,4.48,572.99
84.66,38.69,76.42,loam,cotton,2.57,390.04
81.83,22.95,51.98,sandy,sugarcane,3.65,471.96
93.92,36.19,63.74,sandy,cotton,1.3,257.93
290.07,36.46,52.35,sandy,rice,2.77,472.93
223.29,34.17,69.01,sandy,maize,2.47,572.59
250.34,22.63,76.03,silt,wheat,3.45,408.04
149.41,33.35,56.55,silt,maize,2.61,416.01
134.08,37.78,70.15,loam,wheat,2.74,279.09
108.62,28.51,81.24,clay,wheat,1.83,288.11
170.16,28.27,44.71,loam,cotton,0.72,243.21
187.96,28.86,75.53,sandy,sugarcane,4.63,829.18
207.94,21.65,56.16,clay,sugarcane,0.56,293.38
114.28,37.84,46.13,loam,cotton,1.77,316.28
287.16,37.38,67.28,sandy,rice,2.51,578.52
92.44,39.96,51.31,clay,wheat,1.94,267.57
291.41,31.7,81.07,clay,sugarcane,2.98,516.59
53.71,35.02,42.14,sandy,maize,2.58,416.8
170.28,24.05,44.93,clay,rice,1.65,419.22
133.34,33.35,66.05,loam,cotton,0.9,233.19
162.28,32.99,69.45,loam,rice,1.12,397.92
192.67,38.02,76.49,loam,sugarcane,2.69,399.98
158.9,36.62,52.96,clay,cotton,4.31,756.39
153.71,38.77,82.09,clay,sugarcane,0.95,257.9
233.18,37.38,87.66,sandy,wheat,3.55,611.41
221.47,37.37,64.95,sandy,rice,4.06,762.09
258.32,21.27,78.03,clay,wheat,1.75,563.85
112.49,36.92,66.24,loam,maize,3.51,310.76
202.38,32.15,43.47,clay,wheat,3.59,678.11
196.3,27.61,56.31,silt,rice,3.69,439.16
142.43,21.13,44.37,loam,maize,4.51,385.85
171.51,33.55,89.44,silt,sugarcane,2.29,509.27
128.45,26.56,51.45,sandy,maize,1.6,284.19
85.46,29.36,71.8,clay,rice,2.95,414.47
103.45,33.63,54.22,silt,cotton,0.78,207.79
76.38,38.24,72.66,clay,maize,2.0,175.85
220.77,36.51,50.52,silt,sugarcane,4.47,478.29
215.18,29.01,79.26,clay,maize,2.89,684.78
287.65,27.76,45.54,loam,wheat,2.47,578.7
232.42,24.8,84.76,sandy,cotton,1.7,512.39
63.01,27.45,82.02,loam,rice,1.63,306.11
271.06,22.22,73.94,sandy,cotton,1.56,423.57
265.67,39.42,43.37,loam,wheat,4.23,765.85
160.83,31.48,50.43,sandy,cotton,4.93,547.55
196.47,22.56,82.97,loam,wheat,2.91,484.8
294.02,27.06,46.1,clay,maize,0.86,527.03
183.08,30.94,47.8,loam,rice,3.88,712.03
276.33,30.66,67.2,silt,wheat,4.45,799.42
70.76,20.71,53.71,silt,wheat,4.69,307.26
97.76,39.02,51.1,clay,maize,3.33,314.3
160.19,25.51,68.79,clay,wheat,2.78,356.62
196.19,20.32,58.63,clay,rice,3.29,623.18
254.06,21.53,47.03,silt,sugarcane,0.56,304.77
297.07,31.6,66.74,loam,cotton,3.45,673.8
147.21,22.76,59.35,clay,wheat,3.69,578.01
61.85,20.83,76.73,loam,cotton,3.75,358.38
250.29,27.59,45.14,sandy,cotton,3.03,614.38
201.1,32.46,71.03,loam,sugarcane,3.65,574.31
99.64,22.24,61.82,loam,wheat,3.37,541.38
173.71,26.27,60.3,silt,rice,1.02,299.95
235.58,28.36,51.61,loam,wheat,4.54,508.16
242.6,23.19,41.52,silt,cotton,3.3,433.51
174.9,30.12,82.38,sandy,maize,3.78,729.67
126.3,21.7,56.32,silt,sugarcane,2.04,234.79
293.44,20.93,74.05,sandy,rice,4.64,582.48
215.84,30.4,87.38,sandy,rice,2.76,445.57
152.06,24.96,68.25,clay,cotton,3.56,647.5
120.12,21.91,59.86,loam,rice,4.78,505.87
232.78,28.48,53.41,loam,cotton,4.62,613.61
110.55,38.3,86.7,clay,rice,3.4,393.09
92.93,34.48,74.1,clay,rice,1.25,333.72
182.46,36.31,73.26,loam,cotton,4.78,929.21
122.5,37.44,61.31,clay,sugarcane,4.93,625.55
207.23,39.45,82.25,clay,rice,0.97,319.27
79.48,35.26,75.68,sandy,wheat,2.53,238.94
213.74,32.17,54.16,clay,maize,2.97,478.53
120.82,27.31,69.98,clay,cotton,0.91,266.87
50.06,23.63,61.51,silt,rice,1.35,162.07
81.73,33.73,40.33,loam,sugarcane,2.92,297.36
283.4,39.9,80.38,silt,wheat,4.83,1026.3
266.84,29.35,46.14,clay,cotton,0.63,309.27
108.4,34.47,65.5,clay,wheat,4.61,409.05
244.59,29.9,56.81,silt,maize,4.54,824.64
202.14,28.64,57.1,clay,sugarcane,4.36,563.25
292.73,28.21,63.87,sandy,cotton,2.2,504.73
143.4,30.09,89.85,silt,cotton,2.71,302.08
220.37,27.34,60.42,silt,rice,2.32,384.92
65.88,34.98,49.12,loam,wheat,4.76,540.57
149.06,37.49,70.68,silt,cotton,2.85,396.11
290.95,37.66,51.81,sandy,wheat,0.86,371.0
184.75,24.55,45.28,clay,maize,1.73,398.59
121.97,37.92,42.51,silt,rice,2.58,295.28
80.07,26.83,41.14,silt,maize,4.79,626.41
225.88,26.19,61.56,loam,rice,3.06,404.34
211.21,34.54,61.34,loam,rice,3.63,619.96
143.48,26.09,49.28,clay,wheat,0.9,273.15
287.74,21.06,79.2,silt,rice,4.45,723.71
55.55,27.47,46.46,sandy,maize,2.93,210.15
125.93,34.43,85.77,clay,maize,4.65,597.85
280.27,26.54,69.38,sandy,maize,2.5,515.12
130.23,32.59,41.38,silt,wheat,3.57,644.47
113.06,33.2,88.15,clay,wheat,2.62,372.3
183.56,34.67,55.4,loam,sugarcane,1.14,273.94
255.95,37.94,62.5,loam,cotton,1.72,372.87
75.79,28.65,54.21,sandy,sugarcane,0.8,99.89
285.76,23.33,76.42,clay,sugarcane,2.48,643.62
248.77,26.38,64.28,sandy,rice,3.42,607.06
95.31,28.64,46.62,loam,rice,1.6,233.58
228.0,34.28,45.21,silt,sugarcane,2.71,489.65
146.24,20.26,76.27,loam,cotton,2.57,290.89
150.57,26.32,51.85,silt,sugarcane,2.9,364.13
245.82,35.6,46.89,sandy,wheat,1.33,456.22
290.7,33.42,64.97,sandy,maize,2.9,669.18
81.66,34.63,80.14,sandy,sugarcane,2.14,366.46
155.16,36.24,53.94,silt,rice,1.79,270.13
170.24,35.66,53.82,sandy,cotton,3.14,599.3
144.08,33.64,81.69,sandy,rice,1.17,192.84
140.8,28.79,47.39,clay,wheat,4.55,556.92
63.07,39.67,70.84,silt,rice,4.71,403.19
221.38,31.38,87.75,sandy,rice,3.47,606.63
159.05,24.06,82.07,sandy,cotton,1.86,368.52
98.7,25.86,43.09,silt,cotton,3.32,463.24
254.01,33.87,56.0,silt,rice,3.21,694.03
250.64,38.49,47.12,loam,rice,2.26,579.88
171.6,23.57,87.46,loam,sugarcane,1.79,447.78
124.61,21.65,89.3,clay,wheat,1.26,225.94
209.52,37.63,51.75,sandy,sugarcane,1.48,259.3
122.04,38.31,73.48,silt,cotton,3.44,456.04
109.0,25.53,82.08,sandy,sugarcane,4.49,519.28
232.63,27.55,51.68,loam,sugarcane,2.23,443.19
60.08,33.2,49.38,loam,rice,1.05,164.61
73.69,26.6,40.56,loam,rice,0.56,212.19
51.7,37.54,60.6,silt,wheat,2.33,342.9
88.24,22.15,84.97,sandy,maize,1.55,281.28
67.25,20.76,85.15,silt,maize,1.95,242.35
298.95,24.17,46.39,sandy,sugarcane,1.59,419.66
122.2,25.72,50.22,clay,wheat,3.49,422.45
87.32,22.26,60.4,loam,wheat,3.37,459.88
110.25,21.31,79.03,loam,cotton,4.61,385.76
284.03,35.11,70.59,loam,rice,3.65,842.93
180.04,23.29,65.69,loam,cotton,1.24,361.9
141.2,38.28,69.6,silt,maize,3.88,574.89
268.35,27.36,44.81,loam,wheat,1.32,399.17
148.75,33.41,63.88,sandy,maize,3.01,385.34
133.75,24.51,89.6,sandy,rice,0.85,231.79
101.82,24.81,44.42,loam,rice,0.71,167.87
144.45,31.49,65.96,loam,rice,2.59,414.04
129.17,31.21,54.78,silt,maize,0.97,290.68
219.33,35.37,67.0,silt,wheat,1.88,402.27
122.4,35.16,68.69,sandy,cotton,2.02,396.23
194.3,33.41,68.87,sandy,wheat,3.96,709.77
66.47,28.98,82.61,clay,wheat,2.0,243.35
97.82,37.81,59.49,sandy,sugarcane,2.72,455.03
151.85,32.45,65.82,clay,wheat,3.98,664.71
284.24,39.8,40.55,loam,cotton,1.42,515.96
144.31,36.39,79.48,loam,sugarcane,4.12,697.54
216.02,20.89,52.97,loam,wheat,4.24,817.86
113.77,26.41,80.83,sandy,sugarcane,4.95,637.75
81.76,31.44,53.28,sandy,wheat,2.5,240.62
64.63,34.43,40.54,loam,rice,2.17,371.52
126.35,31.01,47.74,silt,rice,3.66,427.73
89.42,35.72,89.28,loam,wheat,0.76,206.25
93.5,25.65,55.99,clay,sugarcane,0.68,205.38
240.19,23.68,45.44,silt,cotton,2.01,519.5
53.96,21.08,45.94,silt,rice,3.78,324.13
189.45,31.47,55.52,sandy,sugarcane,1.02,258.78
144.87,33.77,41.88,sandy,cotton,3.36,497.09
176.64,26.52,65.57,clay,sugarcane,1.71,348.32
190.71,32.27,50.69,loam,wheat,3.43,403.8
128.34,21.04,65.97,loam,rice,2.56,374.08
123.78,21.99,47.04,sandy,rice,1.02,190.22
233.35,34.04,61.49,sandy,rice,1.61,382.3
267.82,27.36,69.9,loam,wheat,1.49,393.54
98.15,33.43,43.1,silt,cotton,1.24,221.3
74.4,36.63,59.94,clay,cotton,2.61,392.97
274.45,37.05,55.13,clay,rice,4.8,763.64
137.47,23.44,52.02,clay,cotton,3.46,484.25
187.83,29.73,70.23,sandy,rice,4.26,678.49
139.89,34.68,69.43,silt,cotton,4.91,413.53
81.45,35.48,71.53,clay,rice,2.93,434.82
197.33,35.69,47.94,silt,cotton,1.57,289.6
181.29,24.56,54.29,sandy,sugarcane,4.68,375.42
100.75,23.85,50.48,sandy,rice,3.65,652.8
162.97,31.8,67.03,loam,rice,4.82,627.16
249.24,34.82,63.05,silt,maize,3.43,549.72
197.61,26.38,56.51,silt,rice,3.99,707.3
74.23,22.09,79.3,silt,cotton,4.51,779.04
187.01,34.33,44.7,loam,sugarcane,3.92,421.02
225.68,25.99,88.74,clay,sugarcane,3.03,352.54
248.18,23.33,45.83,clay,cotton,2.62,574.86
207.28,22.95,78.65,sandy,wheat,4.21,633.58
88.16,26.3,58.41,loam,rice,3.97,667.67
227.54,31.85,83.26,silt,sugarcane,2.15,460.89
219.34,27.17,43.71,loam,cotton,2.74,503.85
56.11,20.41,58.74,sandy,sugarcane,3.36,270.83
152.94,21.94,56.77,clay,sugarcane,0.63,266.49
133.24,25.81,89.66,clay,cotton,1.61,295.29
217.35,33.19,89.28,sandy,maize,1.63,331.06
104.03,21.97,49.49,loam,sugarcane,4.47,682.95
197.72,31.21,71.5,sandy,sugarcane,1.99,407.51
278.3,22.4,66.78,silt,wheat,2.95,617.08
249.45,24.23,47.72,silt,maize,4.24,519.42
280.36,23.44,48.39,sandy,wheat,1.67,388.84
294.63,21.34,89.46,silt,cotton,1.06,431.1
52.67,33.43,62.64,silt,rice,4.77,579.89
205.69,29.27,46.29,clay,cotton,3.67,592.64
153.21,36.62,50.74,loam,maize,1.3,249.33
264.96,21.98,53.42,clay,cotton,4.19,649.07
112.95,22.89,65.55,clay,maize,4.04,654.51
295.26,26.13,56.78,loam,wheat,4.27,821.29
203.43,35.32,62.75,clay,sugarcane,1.74,384.48
248.38,26.12,48.32,silt,cotton,2.52,472.18
71.4,28.17,56.34,sandy,cotton,3.62,511.67
95.86,26.03,43.52,sandy,sugarcane,2.26,309.58
239.6,21.6,84.49,loam,cotton,0.81,334.81
55.5,38.79,49.94,sandy,cotton,1.11,180.19
254.22,30.97,77.85,sandy,rice,3.19,636.31
53.49,35.76,57.48,sandy,rice,2.19,165.5
214.28,33.17,63.72,sandy,sugarcane,0.52,297.69
141.27,30.29,54.56,clay,wheat,3.95,339.94
202.87,21.79,74.82,silt,cotton,2.38,488.69
224.01,32.85,82.23,silt,cotton,1.91,402.82
135.62,23.11,54.31,sandy,wheat,3.71,398.27
76.99,28.29,52.11,loam,cotton,2.55,397.5
67.41,32.58,74.07,clay,wheat,3.63,473.83
197.23,35.64,49.76,sandy,sugarcane,0.56,301.54
180.16,33.7,71.99,sandy,sugarcane,0.54,230.83
235.55,33.43,44.72,loam,wheat,3.02,500.32
177.43,22.98,71.01,clay,wheat,4.92,469.47
155.61,26.92,65.67,sandy,maize,1.73,370.03
149.52,20.86,45.7,loam,rice,3.57,533.2
56.61,34.39,72.46,clay,rice,1.28,80.88
133.89,39.05,62.33,clay,cotton,1.9,361.66
294.01,25.28,50.86,sandy,cotton,0.85,280.58
268.39,21.75,57.67,loam,wheat,4.46,906.11
132.34,29.51,64.61,loam,wheat,1.9,223.56
196.95,37.13,44.58,sandy,rice,1.54,358.15
261.82,31.04,87.88,sandy,cotton,3.79,516.14
160.32,20.94,73.28,sandy,rice,1.4,284.03
54.49,39.49,45.13,loam,sugarcane,1.58,178.67
68.63,36.57,81.14,clay,rice,0.97,148.41
177.6,22.63,56.13,sandy,rice,4.83,467.96
292.36,38.44,69.84,silt,wheat,1.61,408.22
223.3,29.01,53.86,silt,cotton,4.98,495.2
67.73,27.44,76.67,sandy,sugarcane,1.29,225.35
97.34,29.22,76.15,silt,rice,0.59,85.97
242.83,36.69,67.6,clay,rice,4.53,718.67
260.36,33.19,52.05,clay,wheat,3.11,520.9
204.42,21.18,52.69,silt,maize,2.08,277.8
211.11,39.15,59.14,loam,cotton,2.81,370.7
57.08,22.96,47.25,sandy,cotton,1.67,297.3
257.13,34.91,56.88,loam,cotton,3.36,755.22
247.07,32.72,74.22,clay,rice,3.27,406.47
114.76,23.75,81.54,silt,rice,0.86,258.59
227.17,23.41,56.63,sandy,rice,4.6,723.28
103.71,37.41,51.68,silt,maize,2.57,329.56
60.08,28.39,81.63,silt,rice,1.38,224.73
100.28,33.09,84.54,loam,cotton,1.88,355.47
94.66,30.08,60.5,loam,cotton,4.4,598.72
134.44,34.55,41.35,silt,wheat,2.22,429.64
154.61,29.58,74.75,clay,maize,3.03,304.84
177.13,25.75,79.2,sandy,sugarcane,4.76,802.74
169.19,27.27,40.9,silt,rice,3.43,357.9
117.67,37.18,69.75,silt,sugarcane,3.54,543.5
57.29,29.36,69.42,silt,rice,1.62,201.22
201.28,24.27,58.94,silt,maize,3.51,404.0
148.94,38.69,77.49,loam,maize,2.27,473.68
124.67,35.93,61.41,loam,cotton,4.6,420.73
266.74,21.11,73.84,clay,maize,1.08,398.01
236.69,39.98,65.86,sandy,sugarcane,1.79,410.52
264.44,33.9,52.42,silt,sugarcane,0.8,382.88
173.75,23.21,70.33,clay,maize,2.21,325.59
82.73,24.74,76.85,loam,sugarcane,1.17,205.16
224.06,33.85,88.7,sandy,rice,4.3,810.35
101.52,35.6,59.01,clay,wheat,4.66,564.21
160.31,24.78,43.22,sandy,cotton,3.51,467.46
66.25,25.14,89.4,sandy,wheat,0.97,134.27
256.33,26.14,71.19,sandy,sugarcane,2.04,387.33
81.49,31.96,87.32,loam,cotton,4.84,759.82
275.77,23.44,45.19,silt,wheat,1.11,417.34
266.06,22.08,57.1,sandy,wheat,3.0,528.2
166.15,33.58,46.7,clay,sugarcane,2.09,339.54
236.09,35.58,81.78,sandy,cotton,5.0,718.65
204.86,30.02,84.02,sandy,cotton,1.78,406.68
250.77,27.28,65.07,loam,wheat,0.71,264.52
157.95,28.64,49.33,clay,cotton,3.66,442.87
246.45,27.77,46.36,sandy,cotton,1.97,386.91
165.61,39.2,69.41,loam,rice,3.46,555.88
285.24,35.36,65.32,loam,sugarcane,0.97,485.84
171.59,24.16,74.74,silt,sugarcane,2.85,411.96
165.65,27.68,55.26,silt,rice,2.19,342.04
246.27,30.88,60.12,silt,wheat,2.92,437.66
255.39,32.26,41.07,sandy,maize,4.34,520.13
188.62,29.36,70.51,sandy,wheat,4.88,749.81
94.95,36.2,61.16,sandy,rice,3.89,340.95
166.94,35.35,85.99,loam,cotton,3.95,553.8
292.02,30.1,72.09,sandy,rice,2.88,564.81
238.25,37.09,59.93,loam,sugarcane,0.94,407.32
252.79,35.02,53.18,clay,cotton,3.5,473.99
58.21,35.57,85.26,sandy,wheat,1.17,127.81
166.96,39.13,40.81,clay,cotton,1.61,263.71
211.66,25.33,56.35,silt,sugarcane,3.68,535.95
257.51,25.35,87.18,clay,rice,3.46,687.93
62.32,37.78,72.7,clay,wheat,1.91,304.67
263.11,35.44,66.64,loam,maize,3.97,555.11
187.1,38.53,50.18,loam,maize,4.73,461.66
99.33,21.26,81.67,loam,rice,2.95,340.57
129.31,32.56,50.21,loam,wheat,3.55,371.05
120.48,22.89,52.41,silt,wheat,1.72,394.16
182.71,30.08,49.59,clay,cotton,4.87,413.26
62.92,23.11,47.91,silt,rice,1.73,334.15
89.63,22.56,87.67,silt,cotton,4.49,359.24
253.17,20.24,70.1,loam,rice,4.68,822.97
83.15,32.6,71.89,clay,sugarcane,3.74,492.75
108.35,27.18,87.72,clay,rice,4.15,469.6
163.34,22.1,51.53,silt,cotton,2.56,346.76
179.28,26.46,40.3,loam,wheat,4.64,708.08
240.9,23.38,69.94,silt,rice,3.84,470.14
161.83,38.83,65.39,clay,wheat,1.97,484.45
247.47,26.4,63.88,loam,sugarcane,0.66,259.29
204.59,26.68,43.09,silt,maize,2.93,557.65
78.27,36.8,62.72,clay,maize,4.28,506.35
89.08,32.96,54.38,sandy,cotton,4.37,479.38
159.26,34.2,53.73,loam,rice,4.26,589.88
149.22,32.72,51.12,clay,sugarcane,1.47,242.81
235.89,38.92,56.63,loam,sugarcane,2.42,483.83
195.18,24.14,57.66,clay,wheat,3.26,673.79
147.03,39.78,55.44,loam,cotton,3.5,577.44
92.69,36.62,88.94,sandy,sugarcane,2.01,229.43
106.71,31.78,86.64,silt,rice,3.62,574.63
193.88,33.25,68.73,silt,sugarcane,3.16,390.26
155.86,32.98,89.05,silt,maize,3.05,306.13
178.73,21.17,89.56,sandy,cotton,3.48,381.58
92.67,24.36,57.8,loam,wheat,3.22,359.7
215.73,39.23,62.26,loam,rice,1.25,408.27
263.13,30.69,87.95,clay,maize,4.43,905.44
114.48,27.57,70.43,clay,sugarcane,1.58,224.89
172.88,35.24,50.65,loam,cotton,3.85,423.45
293.88,30.49,74.47,sandy,cotton,1.29,413.36
133.31,20.26,50.29,sandy,rice,3.47,464.86
198.76,34.72,56.97,silt,wheat,4.53,720.98
72.55,34.64,51.38,silt,maize,0.54,194.24
201.5,23.3,52.25,silt,wheat,4.91,924.48
72.41,39.13,40.23,loam,rice,0.63,126.16
289.81,24.48,84.04,clay,rice,0.55,387.0
228.92,29.15,54.8,loam,maize,4.36,890.83
247.04,22.29,44.32,loam,cotton,3.69,622.26
226.03,32.07,44.35,sandy,cotton,0.98,218.68
197.43,27.51,67.8,sandy,maize,4.72,631.65
162.48,27.06,89.65,clay,wheat,3.52,628.55
264.59,36.54,47.25,clay,maize,1.0,435.55
289.21,20.19,44.98,loam,cotton,4.37,829.28
174.76,35.96,61.92,loam,wheat,2.66,495.51
282.88,31.43,68.17,loam,sugarcane,1.75,614.39
195.83,39.72,54.72,loam,wheat,4.21,729.85
184.6,31.79,55.13,sandy,cotton,3.82,691.42
163.62,21.11,61.22,silt,rice,3.3,518.21
102.32,21.01,55.71,silt,wheat,4.54,625.0
50.93,37.66,85.77,silt,wheat,4.38,639.2
